centrality	0	5	535	0			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.35	1.3	1.4	0.212424	0.0213419	-0.0213419    0   0
1.45	1.4	1.5	0.155214	0.0156141	-0.0156141    0   0
1.55	1.5	1.6	0.114375	0.0115254	-0.0115254    0   0
1.65	1.6	1.7	0.0810355	0.00818769	-0.00818769    0   0
1.75	1.7	1.8	0.0585908	0.00594056	-0.00594056    0   0
1.85	1.8	1.9	0.0447128	0.00455104	-0.00455104    0   0
1.95	1.9	2	0.0321072	0.00329111	-0.00329111    0   0
							
cantrality	50	60	59	0			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.45	0.4	0.5	2.30141	0.230527	-0.230527    0   0
0.55	0.5	0.6	1.67632	0.167916	-0.167916    0   0
0.65	0.6	0.7	1.22321	0.122547	-0.122547    0   0
0.75	0.7	0.8	0.845645	0.0847518	-0.0847518    0   0
0.85	0.8	0.9	0.595521	0.0597116	-0.0597116    0   0
0.95	0.9	1	0.418715	0.0420109	-0.0420109    0   0
1.05	1	1.1	0.294574	0.0295825	-0.0295825    0   0
1.15	1.1	1.2	0.213536	0.0214678	-0.0214678    0   0
1.25	1.2	1.3	0.150012	0.0151084	-0.0151084    0   0
1.35	1.3	1.4	0.109569	0.0110561	-0.0110561    0   0
1.45	1.4	1.5	0.0790463	0.00799953	-0.00799953    0   0
1.55	1.5	1.6	0.0586324	0.00595289	-0.00595289    0   0
1.65	1.6	1.7	0.0413593	0.00422233	-0.00422233    0   0
1.75	1.7	1.8	0.0303917	0.00312198	-0.00312198    0   0
1.85	1.8	1.9	0.0218292	0.00226611	-0.00226611    0   0
1.95	1.9	2	0.0169252	0.00177569	-0.00177569    0   0
							
cantrality	60	70	29.5	0			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.45	0.4	0.5	1.15972	0.11635	-0.11635    0   0
0.55	0.5	0.6	0.824799	0.0827572	-0.0827572    0   0
0.65	0.6	0.7	0.583558	0.0585768	-0.0585768    0   0
0.75	0.7	0.8	0.405494	0.0407329	-0.0407329    0   0
0.85	0.8	0.9	0.280519	0.0282085	-0.0282085    0   0
0.95	0.9	1	0.197337	0.0198701	-0.0198701    0   0
1.05	1	1.1	0.130819	0.0132051	-0.0132051    0   0
1.15	1.1	1.2	0.0960269	0.00971448	-0.00971448    0   0
1.25	1.2	1.3	0.0676188	0.00686641	-0.00686641    0   0
1.35	1.3	1.4	0.0502419	0.00512287	-0.00512287    0   0
1.45	1.4	1.5	0.0356075	0.00365739	-0.00365739    0   0
1.55	1.5	1.6	0.0253863	0.00262936	-0.00262936    0   0
1.65	1.6	1.7	0.0174482	0.00182907	-0.00182907    0   0
1.75	1.7	1.8	0.0129191	0.00137626	-0.00137626    0   0
1.85	1.8	1.9	0.00913481	0.000992931	-0.000992931    0   0
1.95	1.9	2	0.00762889	0.000842669	-0.000842669    0   0
							
cantrality	70	80	13	0			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.45	0.4	0.5	0.486873	0.0491451	-0.0491451    0   0
0.55	0.5	0.6	0.351909	0.0355298	-0.0355298    0   0
0.65	0.6	0.7	0.24298	0.0245706	-0.0245706    0   0
0.75	0.7	0.8	0.165999	0.0168278	-0.0168278    0   0
0.85	0.8	0.9	0.112352	0.0114307	-0.0114307    0   0
0.95	0.9	1	0.0732205	0.0074939	-0.0074939    0   0
1.05	1	1.1	0.0533277	0.0054878	-0.0054878    0   0
1.15	1.1	1.2	0.0371516	0.00385762	-0.00385762    0   0
1.25	1.2	1.3	0.028271	0.00296044	-0.00296044    0   0
1.35	1.3	1.4	0.0183378	0.00196577	-0.00196577    0   0
1.45	1.4	1.5	0.014053	0.00153479	-0.00153479    0   0
1.55	1.5	1.6	0.00989714	0.00112066	-0.00112066    0   0
1.65	1.6	1.7	0.00674776	0.000790036	-0.000790036    0   0
1.75	1.7	1.8	0.00351695	0.000460931	-0.000460931    0   0
1.85	1.8	1.9	0.00306556	0.00041603	-0.00041603    0   0
1.95	1.9	2	0.00262029	0.000369547	-0.000369547    0   0
