centrality	0	10	623.9	32.2					
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.75	1.7	1.8	0.00555757	5.65E-05	-5.65E-05	0.000611333	-0.000611333
1.85	1.8	1.9	0.00419273	4.32E-05	-4.32E-05	0.0004612	-0.0004612
1.95	1.9	2	0.00314629	3.28E-05	-3.28E-05	0.000346092	-0.000346092
2.1	2	2.2	0.00219161	1.67E-05	-1.67E-05	0.000241077	-0.000241077
2.3	2.2	2.4	0.00131965	1.06E-05	-1.06E-05	0.000145162	-0.000145162
2.5	2.4	2.6	0.000830457	7.52E-06	-7.52E-06	9.14E-05	-9.14E-05
2.7	2.6	2.8	0.000503259	5.33E-06	-5.33E-06	5.54E-05	-5.54E-05
2.9	2.8	3	0.000322846	4.15E-06	-4.15E-06	3.55E-05	-3.55E-05
3.25	3	3.5	0.000161729	1.88E-06	-1.88E-06	1.78E-05	-1.78E-05
3.75	3.5	4	6.68E-05	1.37E-06	-1.37E-06	7.34E-06	-7.34E-06
