0.575	0.55	0.6	7.69583	0.615673	-0.615673	0	0
0.625	0.6	0.65	6.02683	0.482152	-0.482152	0	0
0.675	0.65	0.7	4.70229	0.376189	-0.376189	0	0
0.725	0.7	0.75	3.67611	0.294095	-0.294095	0	0
0.775	0.75	0.8	2.98778	0.239046	-0.239046	0	0
0.85	0.8	0.9	2.16395	0.17312	-0.17312	0	0
0.95	0.9	1	1.38693	0.110957	-0.110957	0	0
1.05	1	1.1	0.911969	0.0729603	-0.0729603	0	0
1.15	1.1	1.2	0.612301	0.0489866	-0.0489866	0	0
1.25	1.2	1.3	0.415459	0.033239	-0.033239	0	0
1.35	1.3	1.4	0.284739	0.0227813	-0.0227813	0	0
1.45	1.4	1.5	0.198279	0.0158643	-0.0158643	0	0
1.55	1.5	1.6	0.138829	0.0111082	-0.0111082	0	0
1.65	1.6	1.7	0.0984791	0.00788008	-0.00788008	0	0
1.75	1.7	1.8	0.0702676	0.00562308	-0.00562308	0	0
1.85	1.8	1.9	0.0504348	0.0040364	-0.0040364	0	0
1.95	1.9	2	0.0367797	0.00294395	-0.00294395	0	0
							
centrality	60	70	29.5	0			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.225	0.2	0.25	26.7243	2.13796	-2.13796	0	0
0.275	0.25	0.3	19.7967	1.58375	-1.58375	0	0
0.325	0.3	0.35	15.48	1.23841	-1.23841	0	0
0.375	0.35	0.4	11.7722	0.941782	-0.941782	0	0
0.425	0.4	0.45	8.89486	0.711597	-0.711597	0	0
0.475	0.45	0.5	6.65425	0.532347	-0.532347	0	0
0.525	0.5	0.55	5.08621	0.406904	-0.406904	0	0
0.575	0.55	0.6	3.90529	0.312431	-0.312431	0	0
0.625	0.6	0.65	3.09111	0.247294	-0.247294	0	0
0.675	0.65	0.7	2.37951	0.190367	-0.190367	0	0
0.725	0.7	0.75	1.91993	0.1536	-0.1536	0	0
0.775	0.75	0.8	1.51116	0.120899	-0.120899	0	0
0.85	0.8	0.9	1.07727	0.0861846	-0.0861846	0	0
0.95	0.9	1	0.683875	0.054713	-0.054713	0	0
1.05	1	1.1	0.445869	0.0356722	-0.0356722	0	0
1.15	1.1	1.2	0.297331	0.023789	-0.023789	0	0
1.25	1.2	1.3	0.201066	0.0160875	-0.0160875	0	0
1.35	1.3	1.4	0.137869	0.0110316	-0.0110316	0	0
1.45	1.4	1.5	0.0952637	0.00762305	-0.00762305	0	0
1.55	1.5	1.6	0.0670447	0.00536541	-0.00536541	0	0
1.65	1.6	1.7	0.0472448	0.00378132	-0.00378132	0	0
1.75	1.7	1.8	0.0339207	0.00271533	-0.00271533	0	0
1.85	1.8	1.9	0.0244481	0.00195745	-0.00195745	0	0
1.95	1.9	2	0.0178847	0.00143233	-0.00143233	0	0
							
centrality	70	80	13	0			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.225	0.2	0.25	13.1424	1.05141	-1.05141	0	0
0.275	0.25	0.3	9.72947	0.778374	-0.778374	0	0
0.325	0.3	0.35	7.30546	0.58445	-0.58445	0	0
0.375	0.35	0.4	5.48366	0.438705	-0.438705	0	0
0.425	0.4	0.45	4.05986	0.324799	-0.324799	0	0
0.475	0.45	0.5	3.06417	0.245143	-0.245143	0	0
0.525	0.5	0.55	2.30405	0.184333	-0.184333	0	0
0.575	0.55	0.6	1.75784	0.140635	-0.140635	0	0
0.625	0.6	0.65	1.38129	0.11051	-0.11051	0	0
0.675	0.65	0.7	1.05213	0.0841786	-0.0841786	0	0
0.725	0.7	0.75	0.816157	0.0653061	-0.0653061	0	0
0.775	0.75	0.8	0.652754	0.0522268	-0.0522268	0	0
0.85	0.8	0.9	0.46697	0.0373618	-0.0373618	0	0
0.95	0.9	1	0.293581	0.0234902	-0.0234902	0	0
1.05	1	1.1	0.189103	0.0151317	-0.0151317	0	0
1.15	1.1	1.2	0.125005	0.0100035	-0.0100035	0	0
1.25	1.2	1.3	0.0843759	0.00675294	-0.00675294	0	0
1.35	1.3	1.4	0.0574277	0.00459688	-0.00459688	0	0
1.45	1.4	1.5	0.0397367	0.00318143	-0.00318143	0	0
1.55	1.5	1.6	0.0275172	0.00220372	-0.00220372	0	0
1.65	1.6	1.7	0.0195544	0.00156659	-0.00156659	0	0
1.75	1.7	1.8	0.0140406	0.00112539	-0.00112539	0	0
1.85	1.8	1.9	0.00995929	0.000798806	-0.000798806	0	0
1.95	1.9	2	0.00723219	0.000580584	-0.000580584	0	0
