0.55	7.59984	0.175565	0.8359824	0.1
0.65	5.78868	0.115938	0.6367548	0.1
0.75	4.31689	0.0807348	0.4748579	0.1
0.85	3.26024	0.0594104	0.3586264	0.1
0.95	2.25978	0.0393818	0.2485758	0.1
1.05	1.63068	0.0260388	0.1793748	0.1
1.15	1.14392	0.0172922	0.1258312	0.1
1.25	0.838128	0.0123431	0.09219408	0.1
1.35	0.607137	0.00870915	0.06678507	0.1
1.45	0.433701	0.00603558	0.04770711	0.1
1.55	0.318304	0.00437897	0.03501344	0.1
1.65	0.232025	0.00311472	0.02552275	0.1
1.75	0.173273	0.00230375	0.01906003	0.1
1.85	0.125944	0.00164258	0.01385384	0.1
1.95	0.0978682	0.00128748	0.010765502	0.1
2.1	0.0634173	0.000580371	0.006975903	0.2
2.3	0.0371391	0.000340293	0.004085301	0.2
2.5	0.0212177	0.000198073	0.002333947	0.2
2.7	0.0125609	0.000125051	0.001381699	0.2
2.9	0.00761821	8.39E-05	0.000838003	0.2
3.25	0.00346926	3.05E-05	0.000381619	0.5
3.75	0.00121528	1.63E-05	0.000133681	0.5
