centrality	0	5	601.8	28.4			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.25	0	0	370.790314	9.974777	-9.974777	40.78693454	-40.78693454
0.35	0	0	169.201447	4.886657	-4.886657	18.61215917	-18.61215917
0.45	0	0	85.73822	2.847889	-2.847889	9.4312042	-9.4312042
0.55	0	0	51.342472	1.955462	-1.955462	5.64767192	-5.64767192
0.65	0	0	30.401445	1.352175	-1.352175	3.34415895	-3.34415895
0.75	0	0	20.043797	1.019591	-1.019591	2.20481767	-2.20481767
0.85	0	0	12.791404	0.755836	-0.755836	1.40705444	-1.40705444
1	0	0	6.528771	0.341583	-0.341583	0.71816481	-0.71816481
1.2	0	0	3.313038	0.223188	-0.223188	0.36443418	-0.36443418
1.4	0	0	1.31709	0.124481	-0.124481	0.1448799	-0.1448799
1.6	0	0	0.50644	0.070455	-0.070455	0.0557084	-0.0557084
1.8	0	0	0.404215	0.060224	-0.060224	0.04446365	-0.04446365
2	0	0	0.18448	0.039068	-0.039068	0.0202928	-0.0202928
2.2	0	0	0.094209	0.025532	-0.025532	0.01036299	-0.01036299
							
centrality	15	30	272.9	22.9			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.25	0	0	179.81311	4.173567	-4.173567	19.7794421	-19.7794421
0.35	0	0	81.856361	1.999121	-1.999121	9.00419971	-9.00419971
0.45	0	0	40.107689	1.119559	-1.119559	4.41184579	-4.41184579
0.55	0	0	24.548098	0.776498	-0.776498	2.70029078	-2.70029078
0.65	0	0	14.512262	0.530157	-0.530157	1.59634882	-1.59634882
0.75	0	0	9.537067	0.39637	-0.39637	1.04907737	-1.04907737
0.85	0	0	6.123549	0.294376	-0.294376	0.67359039	-0.67359039
1	0	0	3.448246	0.13893	-0.13893	0.37930706	-0.37930706
1.2	0	0	1.505393	0.082489	-0.082489	0.16559323	-0.16559323
1.4	0	0	0.723754	0.051581	-0.051581	0.07961294	-0.07961294
1.6	0	0	0.304363	0.029644	-0.029644	0.03347993	-0.03347993
1.8	0	0	0.137812	0.018756	-0.018756	0.01515932	-0.01515932
2	0	0	0.08519	0.014213	-0.014213	0.0093709	-0.0093709
2.2	0	0	0.04157	0.009165	-0.009165	0.0045727	-0.0045727
							
centrality	60	92	0	0			
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.25	0	0	12.1172	0.523969	-0.523969	1.332892	-1.332892
0.35	0	0	5.01186	0.247994	-0.247994	0.5513046	-0.5513046
0.45	0	0	2.1287	0.133987	-0.133987	0.234157	-0.234157
0.55	0	0	1.17647	0.0897158	-0.0897158	0.1294117	-0.1294117
0.7	0	0	0.570314	0.0395872	-0.0395872	0.06273454	-0.06273454
0.9	0	0	0.24018	0.0223274	-0.0223274	0.0264198	-0.0264198
1.2	0	0	0.061215	0.00699109	-0.00699109	0.00673365	-0.00673365
1.6	0	0	0.013935	0.00279798	-0.00279798	0.00153285	-0.00153285
2	0	0	0.003551	0.00125796	-0.00125796	0.00039061	-0.00039061
