centrality	0	92  0   0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
4.75	4.7	4.8	1.721e-04	7.743e-06	-7.743e-06	1.935e-05	-1.935e-05
5.25	5.2	5.3	7.812e-05	4.509e-06	-4.509e-06	8.886e-06	-8.886e-06
5.75	5.7	5.8	3.407e-05	2.836e-06	-2.836e-06	3.943e-06	-3.943e-06
6.25	6.2	6.3	1.425e-05	1.891e-06	-1.891e-06	1.642e-06	-1.642e-06
6.75	6.7	6.8	9.546e-06	1.172e-06	-1.172e-06	1.144e-06	-1.144e-06
7.25	7.2	7.3	4.625e-06	7.585e-07	-7.585e-07	5.594e-07	-5.594e-07
7.75	7.7	7.8	3.016e-06	5.947e-07	-5.947e-07	3.661e-07	-3.661e-07
8.25	8.2	8.3	1.620e-06	4.223e-07	-4.223e-07	2.742e-07	-2.742e-07

centrality	30	40	176.8	11.6
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	8.622e-01	2.061e-02	-2.061e-02	8.821e-02	-8.821e-02
1.75	1.7	1.8	1.646e-01	3.454e-03	-3.454e-03	1.686e-02	-1.686e-02
2.25	2.2	2.3	3.537e-02	8.481e-04	-8.481e-04	3.670e-03	-3.670e-03
2.75	2.7	2.8	8.846e-03	2.746e-04	-2.746e-04	9.429e-04	-9.429e-04
3.25	3.2	3.3	2.389e-03	9.391e-05	-9.391e-05	2.560e-04	-2.560e-04
3.75	3.7	3.8	7.500e-04	2.448e-05	-2.448e-05	8.211e-05	-8.211e-05
4.25	4.2	4.3	3.045e-04	1.134e-05	-1.134e-05	3.375e-05	-3.375e-05
4.75	4.7	4.8	1.237e-04	6.511e-06	-6.511e-06	1.385e-05	-1.385e-05
5.25	5.2	5.3	4.870e-05	3.557e-06	-3.557e-06	5.519e-06	-5.519e-06
5.75	5.7	5.8	2.208e-05	2.154e-06	-2.154e-06	2.547e-06	-2.547e-06
6.25	6.2	6.3	1.265e-05	1.442e-06	-1.442e-06	1.471e-06	-1.471e-06
6.75	6.7	6.8	7.905e-06	1.091e-06	-1.091e-06	9.359e-07	-9.359e-07
7.25	7.2	7.3	3.566e-06	6.756e-07	-6.756e-07	4.417e-07	-4.417e-07
7.75	7.7	7.8	2.771e-06	5.636e-07	-5.636e-07	3.349e-07	-3.349e-07
8.25	8.2	8.3	1.299e-06	3.748e-07	-3.748e-07	2.197e-07	-2.197e-07

centrality	40	50	109.4	9.1
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	5.608e-01	1.168e-02	-1.168e-02	5.725e-02	-5.725e-02
1.75	1.7	1.8	1.053e-01	1.976e-03	-1.976e-03	1.090e-02	-1.090e-02
2.25	2.2	2.3	2.205e-02	5.146e-04	-5.146e-04	2.288e-03	-2.288e-03
2.75	2.7	2.8	5.528e-03	1.623e-04	-1.623e-04	5.815e-04	-5.815e-04
3.25	3.2	3.3	1.626e-03	5.884e-05	-5.884e-05	1.734e-04	-1.734e-04
3.75	3.7	3.8	5.336e-04	1.627e-05	-1.627e-05	5.787e-05	-5.787e-05
4.25	4.2	4.3	1.832e-04	8.638e-06	-8.638e-06	2.022e-05	-2.022e-05
4.75	4.7	4.8	8.786e-05	4.916e-06	-4.916e-06	9.832e-06	-9.832e-06
5.25	5.2	5.3	3.647e-05	3.070e-06	-3.070e-06	4.139e-06	-4.139e-06
5.75	5.7	5.8	1.898e-05	1.873e-06	-1.873e-06	2.171e-06	-2.171e-06
6.25	6.2	6.3	9.740e-06	1.239e-06	-1.239e-06	1.163e-06	-1.163e-06
6.75	6.7	6.8	4.407e-06	7.963e-07	-7.963e-07	5.157e-07	-5.157e-07
7.25	7.2	7.3	3.341e-06	6.472e-07	-6.472e-07	5.504e-07	-5.504e-07
7.75	7.7	7.8	1.476e-06	4.095e-07	-4.095e-07	2.466e-07	-2.466e-07

centrality	50	60	61.6	7.1
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	3.014e-01	6.072e-03	-6.072e-03	3.089e-02	-3.089e-02
1.75	1.7	1.8	5.530e-02	1.069e-03	-1.069e-03	5.683e-03	-5.683e-03
2.25	2.2	2.3	1.190e-02	2.814e-04	-2.814e-04	1.238e-03	-1.238e-03
2.75	2.7	2.8	2.965e-03	9.941e-05	-9.941e-05	3.160e-04	-3.160e-04
3.25	3.2	3.3	9.206e-04	3.686e-05	-3.686e-05	9.808e-05	-9.808e-05
3.75	3.7	3.8	3.197e-04	1.175e-05	-1.175e-05	3.472e-05	-3.472e-05
4.25	4.2	4.3	1.138e-04	5.948e-06	-5.948e-06	1.255e-05	-1.255e-05
4.75	4.7	4.8	4.786e-05	3.630e-06	-3.630e-06	5.321e-06	-5.321e-06
5.25	5.2	5.3	1.943e-05	2.047e-06	-2.047e-06	2.183e-06	-2.183e-06
5.75	5.7	5.8	1.086e-05	1.709e-06	-1.709e-06	1.249e-06	-1.249e-06
6.25	6.2	6.3	4.274e-06	7.746e-07	-7.746e-07	5.047e-07	-5.047e-07
6.75	6.7	6.8	2.982e-06	6.676e-07	-6.676e-07	4.843e-07	-4.843e-07
7.25	7.2	7.3	8.629e-07	3.262e-07	-3.262e-07	1.421e-07	-1.421e-07
7.75	7.7	7.8	6.868e-07	2.804e-07	-2.804e-07	1.147e-07	-1.147e-07

centrality	60	70	32	5
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	1.443e-01	3.200e-03	-3.200e-03	1.470e-02	-1.470e-02
1.75	1.7	1.8	2.703e-02	5.716e-04	-5.716e-04	2.764e-03	-2.764e-03
2.25	2.2	2.3	6.085e-03	1.380e-04	-1.380e-04	6.327e-04	-6.327e-04
2.75	2.7	2.8	1.476e-03	5.477e-05	-5.477e-05	1.583e-04	-1.583e-04
3.25	3.2	3.3	4.607e-04	2.118e-05	-2.118e-05	5.045e-05	-5.045e-05
3.75	3.7	3.8	1.588e-04	7.586e-06	-7.586e-06	1.717e-05	-1.717e-05
4.25	4.2	4.3	6.435e-05	4.391e-06	-4.391e-06	7.027e-06	-7.027e-06
4.75	4.7	4.8	2.292e-05	2.557e-06	-2.557e-06	2.674e-06	-2.674e-06
5.25	5.2	5.3	1.062e-05	1.417e-06	-1.417e-06	1.183e-06	-1.183e-06
5.75	5.7	5.8	6.851e-06	1.028e-06	-1.028e-06	7.783e-07	-7.783e-07
6.25	6.2	6.3	3.069e-06	6.188e-07	-6.188e-07	3.548e-07	-3.548e-07
6.75	6.7	6.8	1.992e-06	4.969e-07	-4.969e-07	3.235e-07	-3.235e-07

centrality	60	80	0	0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	1.050e-01	1.783e-03	-1.783e-03	1.068e-02	-1.068e-02
1.75	1.7	1.8	1.940e-02	3.218e-04	-3.218e-04	1.984e-03	-1.984e-03
2.25	2.2	2.3	4.355e-03	7.869e-05	-7.869e-05	4.513e-04	-4.513e-04
2.75	2.7	2.8	1.081e-03	3.124e-05	-3.124e-05	1.146e-04	-1.146e-04
3.25	3.2	3.3	3.398e-04	1.287e-05	-1.287e-05	3.660e-05	-3.660e-05
3.75	3.7	3.8	1.141e-04	4.570e-06	-4.570e-06	1.233e-05	-1.233e-05
4.25	4.2	4.3	4.588e-05	2.676e-06	-2.676e-06	5.030e-06	-5.030e-06
4.75	4.7	4.8	1.629e-05	1.588e-06	-1.588e-06	1.801e-06	-1.801e-06
5.25	5.2	5.3	8.148e-06	1.011e-06	-1.011e-06	9.114e-07	-9.114e-07
5.75	5.7	5.8	4.370e-06	5.986e-07	-5.986e-07	4.950e-07	-4.950e-07
6.25	6.2	6.3	2.093e-06	3.689e-07	-3.689e-07	2.421e-07	-2.421e-07
6.75	6.7	6.8	1.100e-06	2.665e-07	-2.665e-07	1.274e-07	-1.274e-07
7.25	7.2	7.3	8.522e-07	4.920e-07	-4.920e-07	1.462e-07	-1.462e-07

centrality	60	92	0	0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	7.976e-02	1.230e-03	-1.230e-03	8.159e-03	-8.159e-03
1.75	1.7	1.8	1.459e-02	2.095e-04	-2.095e-04	1.504e-03	-1.504e-03
2.25	2.2	2.3	3.249e-03	5.760e-05	-5.760e-05	3.401e-04	-3.401e-04
2.75	2.7	2.8	8.160e-04	2.230e-05	-2.230e-05	8.757e-05	-8.757e-05
3.25	3.2	3.3	2.521e-04	9.192e-06	-9.192e-06	2.737e-05	-2.737e-05
3.75	3.7	3.8	8.682e-05	3.191e-06	-3.191e-06	9.525e-06	-9.525e-06
4.25	4.2	4.3	3.396e-05	1.827e-06	-1.827e-06	3.771e-06	-3.771e-06
4.75	4.7	4.8	1.267e-05	1.058e-06	-1.058e-06	1.417e-06	-1.417e-06
5.25	5.2	5.3	6.049e-06	6.961e-07	-6.961e-07	6.871e-07	-6.871e-07
5.75	5.7	5.8	3.047e-06	4.061e-07	-4.061e-07	3.496e-07	-3.496e-07
6.25	6.2	6.3	1.648e-06	2.672e-07	-2.672e-07	1.923e-07	-1.923e-07
6.75	6.7	6.8	7.534e-07	1.754e-07	-1.754e-07	8.792e-08	-8.792e-08
7.25	7.2	7.3	2.726e-07	9.614e-08	-9.614e-08	3.451e-08	-3.451e-08
7.75	7.7	7.8	1.513e-07	7.561e-08	-7.561e-08	2.525e-08	-2.525e-08

centrality	70	80	16	4
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	6.572e-02	1.530e-03	-1.530e-03	6.664e-03	-6.664e-03
1.75	1.7	1.8	1.176e-02	2.813e-04	-2.813e-04	1.203e-03	-1.203e-03
2.25	2.2	2.3	2.620e-03	7.097e-05	-7.097e-05	2.731e-04	-2.731e-04
2.75	2.7	2.8	6.887e-04	2.754e-05	-2.754e-05	7.256e-05	-7.256e-05
3.25	3.2	3.3	2.245e-04	1.225e-05	-1.225e-05	2.412e-05	-2.412e-05
3.75	3.7	3.8	6.838e-05	4.876e-06	-4.876e-06	7.422e-06	-7.422e-06
4.25	4.2	4.3	2.610e-05	3.041e-06	-3.041e-06	2.935e-06	-2.935e-06
4.75	4.7	4.8	1.032e-05	1.636e-06	-1.636e-06	1.210e-06	-1.210e-06
5.25	5.2	5.3	6.499e-06	1.178e-06	-1.178e-06	7.915e-07	-7.915e-07
5.75	5.7	5.8	2.317e-06	6.410e-07	-6.410e-07	3.654e-07	-3.654e-07
6.25	6.2	6.3	1.056e-06	3.991e-07	-3.991e-07	1.690e-07	-1.690e-07

centrality	70	92	0	0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	4.908e-02	9.123e-04	-9.123e-04	4.980e-03	-4.980e-03
1.75	1.7	1.8	8.649e-03	1.581e-04	-1.581e-04	8.897e-04	-8.897e-04
2.25	2.2	2.3	1.896e-03	4.530e-05	-4.530e-05	1.983e-04	-1.983e-04
