centrality	0	5	535	0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.65	1.6	1.7	0.0996042	0	0	0.00797008	-0.00797008
1.75	1.7	1.8	0.071489	0	0	0.00572079	-0.00572079
1.85	1.8	1.9	0.051807	0	0	0.00414616	-0.00414616
1.95	1.9	2	0.037859	0	0	0.00303027	-0.00303027
							
centrality	60	70	29.5	0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.225	0.2	0.25	26.4507	0	0	2.11607	-2.11607
0.275	0.25	0.3	19.482	0	0	1.55857	-1.55857
0.325	0.3	0.35	15.2826	0	0	1.22262	-1.22262
0.375	0.35	0.4	11.5398	0	0	0.923196	-0.923196
0.425	0.4	0.45	8.97053	0	0	0.71765	-0.71765
0.475	0.45	0.5	6.70115	0	0	0.5361	-0.5361
0.525	0.5	0.55	5.17347	0	0	0.413884	-0.413884
0.575	0.55	0.6	3.92905	0	0	0.31433	-0.31433
0.625	0.6	0.65	3.02994	0	0	0.242401	-0.242401
0.675	0.65	0.7	2.31872	0	0	0.185504	-0.185504
0.725	0.7	0.75	1.8921	0	0	0.151374	-0.151374
0.775	0.75	0.8	1.5029	0	0	0.120238	-0.120238
0.45	0.4	0.5	7.76701	0	0	0.621367	-0.621367
0.55	0.5	0.6	4.55965	0	0	0.364777	-0.364777
0.65	0.6	0.7	2.74069	0	0	0.21926	-0.21926
0.75	0.7	0.8	1.6905	0	0	0.135244	-0.135244
0.85	0.8	0.9	1.06999	0	0	0.0856025	-0.0856025
0.95	0.9	1	0.682385	0	0	0.0545937	-0.0545937
1.05	1	1.1	0.443096	0	0	0.0354504	-0.0354504
1.15	1.1	1.2	0.295301	0	0	0.0236265	-0.0236265
1.25	1.2	1.3	0.199756	0	0	0.0159827	-0.0159827
1.35	1.3	1.4	0.137459	0	0	0.0109988	-0.0109988
1.45	1.4	1.5	0.0956683	0	0	0.00765539	-0.00765539
1.55	1.5	1.6	0.0668762	0	0	0.00535191	-0.00535191
1.65	1.6	1.7	0.0475996	0	0	0.00380968	-0.00380968
1.75	1.7	1.8	0.0340383	0	0	0.0027247	-0.0027247
1.85	1.8	1.9	0.0248053	0	0	0.001986	-0.001986
1.95	1.9	2	0.0181712	0	0	0.00145522	-0.00145522
							
centrality	70	80	13	0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.225	0.2	0.25	13.2376	0	0	1.05903	-1.05903
0.275	0.25	0.3	9.50073	0	0	0.760075	-0.760075
0.325	0.3	0.35	7.09882	0	0	0.567919	-0.567919
0.375	0.35	0.4	5.31128	0	0	0.424914	-0.424914
0.425	0.4	0.45	3.97566	0	0	0.318063	-0.318063
0.475	0.45	0.5	2.98978	0	0	0.239192	-0.239192
0.525	0.5	0.55	2.24905	0	0	0.179933	-0.179933
0.575	0.55	0.6	1.71361	0	0	0.137096	-0.137096
0.625	0.6	0.65	1.34516	0	0	0.107621	-0.107621
0.675	0.65	0.7	1.0263	0	0	0.082112	-0.082112
0.725	0.7	0.75	0.79477	0	0	0.0635955	-0.0635955
0.775	0.75	0.8	0.637594	0	0	0.0510129	-0.0510129
0.45	0.4	0.5	3.55117	0	0	0.284102	-0.284102
0.55	0.5	0.6	2.04245	0	0	0.163402	-0.163402
0.65	0.6	0.7	1.20662	0	0	0.096535	-0.096535
0.75	0.7	0.8	0.732444	0	0	0.0586002	-0.0586002
0.85	0.8	0.9	0.45706	0	0	0.0365689	-0.0365689
0.95	0.9	1	0.28863	0	0	0.0230941	-0.0230941
1.05	1	1.1	0.185341	0	0	0.0148306	-0.0148306
1.15	1.1	1.2	0.122443	0	0	0.0097985	-0.0097985
1.25	1.2	1.3	0.0824315	0	0	0.00659733	-0.00659733
1.35	1.3	1.4	0.0564617	0	0	0.00451954	-0.00451954
1.45	1.4	1.5	0.0388529	0	0	0.00311066	-0.00311066
1.55	1.5	1.6	0.0272032	0	0	0.00217854	-0.00217854
1.65	1.6	1.7	0.0193929	0	0	0.0015536	-0.0015536
1.75	1.7	1.8	0.0138234	0	0	0.00110794	-0.00110794
1.85	1.8	1.9	0.010032	0	0	0.000804556	-0.000804556
1.95	1.9	2	0.00736645	0	0	0.000591256	-0.000591256
