centrality	0	10	623.9	32.2					
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.65	1.6	1.7	0.553811	0.00625056	-0.00625056	0.04984299	-0.04984299
1.75	1.7	1.8	0.39235	0.00439066	-0.00439066	0.0353115	-0.0353115
1.85	1.8	1.9	0.276338	0.0030797	-0.0030797	0.02487042	-0.02487042
1.95	1.9	2	0.200431	0.00222018	-0.00222018	0.01803879	-0.01803879
2.1	2	2.2	0.126243	0.00100061	-0.00100061	0.01136187	-0.01136187
2.3	2.2	2.4	0.0674805	0.000537643	-0.000537643	0.006073245	-0.006073245
2.5	2.4	2.6	0.0378272	0.000310592	-0.000310592	0.003404448	-0.003404448
2.7	2.6	2.8	0.0217179	0.000189062	-0.000189062	0.001954611	-0.001954611
2.9	2.8	3	0.0130293	0.000124539	-0.000124539	0.001172637	-0.001172637
3.25	3	3.5	0.00568356	4.26E-05	-4.26E-05	0.000568356	-0.000568356
3.75	3.5	4	0.0017593	1.96E-05	-1.96E-05	0.00017593	-0.00017593
4.25	4	4.5	0.000637129	1.12E-05	-1.12E-05	6.37E-05	-6.37E-05
4.75	4.5	5	0.000257158	7.17E-06	-7.17E-06	2.57E-05	-2.57E-05
5.25	5	5.5	0.000123179	9.46E-06	-9.46E-06	1.72E-05	-1.72E-05
5.75	5.5	6	5.24E-05	6.88E-06	-6.88E-06	7.34E-06	-7.34E-06
							
centrality	20	40  225.4   26.6					
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.55	0.5	0.6	23.7843	0.214257	-0.214257	2.140587	-2.140587
0.65	0.6	0.7	15.1981	0.132629	-0.132629	1.367829	-1.367829
0.75	0.7	0.8	9.26003	0.078084	-0.078084	0.8334027	-0.8334027
0.85	0.8	0.9	6.18182	0.0531873	-0.0531873	0.5563638	-0.5563638
0.95	0.9	1	4.15102	0.0359334	-0.0359334	0.3735918	-0.3735918
1.05	1	1.1	2.73107	0.0231358	-0.0231358	0.2457963	-0.2457963
1.15	1.1	1.2	1.83101	0.0152232	-0.0152232	0.1647909	-0.1647909
1.25	1.2	1.3	1.25276	0.0103675	-0.0103675	0.1127484	-0.1127484
1.35	1.3	1.4	0.882125	0.00730316	-0.00730316	0.07939125	-0.07939125
1.45	1.4	1.5	0.618089	0.00507914	-0.00507914	0.05562801	-0.05562801
1.55	1.5	1.6	0.426986	0.00347008	-0.00347008	0.03842874	-0.03842874
1.65	1.6	1.7	0.306658	0.00250456	-0.00250456	0.02759922	-0.02759922
1.75	1.7	1.8	0.218353	0.00176923	-0.00176923	0.01965177	-0.01965177
1.85	1.8	1.9	0.154607	0.00124806	-0.00124806	0.01391463	-0.01391463
1.95	1.9	2	0.112742	0.000904757	-0.000904757	0.01014678	-0.01014678
2.1	2	2.2	0.0715072	0.0004105	-0.0004105	0.006435648	-0.006435648
2.3	2.2	2.4	0.0389636	0.000225331	-0.000225331	0.003506724	-0.003506724
2.5	2.4	2.6	0.0221022	0.000131997	-0.000131997	0.001989198	-0.001989198
2.7	2.6	2.8	0.0128975	8.20E-05	-8.20E-05	0.001160775	-0.001160775
2.9	2.8	3	0.00782897	5.50E-05	-5.50E-05	0.000704607	-0.000704607
3.25	3	3.5	0.00345184	1.92E-05	-1.92E-05	0.000345184	-0.000345184
3.75	3.5	4	0.0010971	9.33E-06	-9.33E-06	0.00010971	-0.00010971
4.25	4	4.5	0.000394557	5.46E-06	-5.46E-06	3.95E-05	-3.95E-05
4.75	4.5	5	0.000158603	3.56E-06	-3.56E-06	1.59E-05	-1.59E-05
5.25	5	5.5	7.08E-05	4.58E-06	-4.58E-06	9.91E-06	-9.91E-06
5.75	5.5	6	3.07E-05	3.36E-06	-3.36E-06	4.30E-06	-4.30E-06
							
centrality	40	60  85.5    16.3					
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.55	0.5	0.6	9.02723	0.0835056	-0.0835056	0.8124507	-0.8124507
0.65	0.6	0.7	5.71261	0.0514496	-0.0514496	0.5141349	-0.5141349
0.75	0.7	0.8	3.44525	0.030174	-0.030174	0.3100725	-0.3100725
0.85	0.8	0.9	2.27489	0.0204894	-0.0204894	0.2047401	-0.2047401
0.95	0.9	1	1.51307	0.0138547	-0.0138547	0.1361763	-0.1361763
1.05	1	1.1	0.99487	0.00858943	-0.00858943	0.0895383	-0.0895383
1.15	1.1	1.2	0.663099	0.00561851	-0.00561851	0.05967891	-0.05967891
1.25	1.2	1.3	0.452333	0.00381937	-0.00381937	0.04070997	-0.04070997
1.35	1.3	1.4	0.318626	0.00269365	-0.00269365	0.02867634	-0.02867634
1.45	1.4	1.5	0.223169	0.0018743	-0.0018743	0.02008521	-0.02008521
1.55	1.5	1.6	0.15436	0.00128355	-0.00128355	0.0138924	-0.0138924
1.65	1.6	1.7	0.111605	0.000934137	-0.000934137	0.01004445	-0.01004445
1.75	1.7	1.8	0.0795171	0.000661512	-0.000661512	0.007156539	-0.007156539
1.85	1.8	1.9	0.0566591	0.000470567	-0.000470567	0.005099319	-0.005099319
1.95	1.9	2	0.041495	0.000343366	-0.000343366	0.00373455	-0.00373455
2.1	2	2.2	0.0266147	0.00015821	-0.00015821	0.002395323	-0.002395323
2.3	2.2	2.4	0.0147048	8.88E-05	-8.88E-05	0.001323432	-0.001323432
2.5	2.4	2.6	0.00852551	5.39E-05	-5.39E-05	0.000767296	-0.000767296
2.7	2.6	2.8	0.00506685	3.47E-05	-3.47E-05	0.000456017	-0.000456017
2.9	2.8	3	0.00312616	2.41E-05	-2.41E-05	0.000281354	-0.000281354
3.25	3	3.5	0.00141199	9.01E-06	-9.01E-06	0.000141199	-0.000141199
3.75	3.5	4	0.000468648	4.91E-06	-4.91E-06	4.69E-05	-4.69E-05
4.25	4	4.5	0.000173009	3.11E-06	-3.11E-06	1.73E-05	-1.73E-05
4.75	4.5	5	7.44E-05	2.19E-06	-2.19E-06	7.44E-06	-7.44E-06
5.25	5	5.5	3.30E-05	2.85E-06	-2.85E-06	4.62E-06	-4.62E-06
5.75	5.5	6	1.50E-05	2.17E-06	-2.17E-06	2.10E-06	-2.10E-06
							
centrality	60	92  18.3   6.7					
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
0.55	0.5	0.6	1.88094	0.0170726	-0.0170726	0.1692846	-0.1692846
0.65	0.6	0.7	1.16034	0.0104419	-0.0104419	0.1044306	-0.1044306
0.75	0.7	0.8	0.681957	0.00614456	-0.00614456	0.06137613	-0.06137613
0.85	0.8	0.9	0.442496	0.00422167	-0.00422167	0.03982464	-0.03982464
0.95	0.9	1	0.290264	0.00291699	-0.00291699	0.02612376	-0.02612376
1.05	1	1.1	0.186662	0.00153331	-0.00153331	0.01679958	-0.01679958
1.15	1.1	1.2	0.123111	0.000995841	-0.000995841	0.01107999	-0.01107999
1.25	1.2	1.3	0.0834198	0.000675005	-0.000675005	0.007507782	-0.007507782
1.35	1.3	1.4	0.0584269	0.000474471	-0.000474471	0.005258421	-0.005258421
1.45	1.4	1.5	0.0407456	0.000330086	-0.000330086	0.003667104	-0.003667104
1.55	1.5	1.6	0.028077	0.000226647	-0.000226647	0.00252693	-0.00252693
1.65	1.6	1.7	0.0202558	0.000165427	-0.000165427	0.001823022	-0.001823022
1.75	1.7	1.8	0.0144738	0.000118509	-0.000118509	0.001302642	-0.001302642
1.85	1.8	1.9	0.0103775	8.56E-05	-8.56E-05	0.000933975	-0.000933975
1.95	1.9	2	0.00762268	6.34E-05	-6.34E-05	0.000686041	-0.000686041
2.1	2	2.2	0.00492246	2.99E-05	-2.99E-05	0.000443021	-0.000443021
2.3	2.2	2.4	0.00275995	1.76E-05	-1.76E-05	0.000248396	-0.000248396
2.5	2.4	2.6	0.0015983	1.12E-05	-1.12E-05	0.000143847	-0.000143847
2.7	2.6	2.8	0.000959423	7.72E-06	-7.72E-06	8.63E-05	-8.63E-05
2.9	2.8	3	0.000595533	5.74E-06	-5.74E-06	5.36E-05	-5.36E-05
3.25	3	3.5	0.000288043	2.46E-06	-2.46E-06	2.88E-05	-2.88E-05
3.75	3.5	4	0.000100987	1.56E-06	-1.56E-06	1.01E-05	-1.01E-05
4.25	4	4.5	4.26E-05	1.14E-06	-1.14E-06	4.26E-06	-4.26E-06
4.75	4.5	5	1.67E-05	7.92E-07	-7.92E-07	1.67E-06	-1.67E-06
5.25	5	5.5	8.47E-06	1.12E-06	-1.12E-06	1.19E-06	-1.19E-06
5.75	5.5	6	5.11E-06	1.00E-06	-1.00E-06	7.15E-07	-7.15E-07
